,agent,step,test_id,avg_reward,std_reward
178,,21480,-1,-176.78333333333333,84.6984044845133
179,,21600,-1,-109.76666666666667,42.520139019319096
180,,21720,-1,-117.59166666666667,51.079757215772105
181,,21840,-1,-135.46666666666667,61.769454875007234
182,,21960,-1,-139.725,57.142214765734565
183,,22080,-1,-139.94166666666666,63.41310272508532
184,,22200,-1,-153.35,67.93203098195528
185,,22320,-1,-131.25833333333333,81.23212581170635
186,,22440,-1,-140.25833333333333,67.6445976942891
187,,22560,-1,-160.45833333333334,116.87385620355344
188,,22680,-1,-143.65833333333333,67.48252808855209
189,,22800,-1,-152.825,88.31502915699004
190,,22920,-1,-160.36666666666667,86.42867322570419
191,,23040,-1,-125.24166666666666,53.44124434575061
192,,23160,-1,-152.15,70.6864732463008
193,,23280,-1,-152.625,69.01317054253727
194,,23400,-1,-111.8,45.986519763948216
195,,23520,-1,-157.31666666666666,66.69195145509606
196,,23640,-1,-114.25,55.48502050103253
197,,23760,-1,-154.45,86.81329103311313
198,,23880,-1,-150.81666666666666,69.45129988384346
199,,24000,-1,-160.04166666666666,70.52191099619718
200,,24120,-1,-132.525,74.65308237663957
201,,24240,-1,-153.425,68.9540502194517
202,,24360,-1,-189.35833333333332,149.04528371344804
203,,24480,-1,-111.20833333333333,49.32205318673945
204,,24600,-1,-112.45,45.8982298133599
205,,24720,-1,-135.74166666666667,67.8302410228817
206,,24840,-1,-216.81666666666666,137.68914162787937
207,,24960,-1,-112.99166666666666,43.41457048682568
208,,25080,-1,-138.84166666666667,64.05856641039944
209,,25200,-1,-149.28333333333333,68.8919665531153
210,,25320,-1,-131.50833333333333,62.62587269296577
211,,25440,-1,-174.28333333333333,126.95243094254724
212,,25560,-1,-119.425,49.840021151012095
213,,25680,-1,-116.25,54.249615974063204
214,,25800,-1,-139.90833333333333,79.27273552251255
215,,25920,-1,-118.225,53.343456721513654
216,,26040,-1,-135.85833333333332,70.93697858349731
217,,26160,-1,-145.53333333333333,67.42785444870358
218,,26280,-1,-129.84166666666667,57.71568184259418
219,,26400,-1,-114.625,45.59186011047732
220,,26520,-1,-124.175,62.13408384292794
221,,26640,-1,-136.425,55.52186693847149
222,,26760,-1,-154.68333333333334,71.16775760287956
223,,26880,-1,-144.24166666666667,68.11265127631495
224,,27000,-1,-147.9,69.05811562251995
225,,27120,-1,-132.03333333333333,63.686855437802514
226,,27240,-1,-107.11666666666666,49.7432044493405
227,,27360,-1,-141.19166666666666,63.661775008416335
228,,27480,-1,-156.83333333333334,69.97217701026284
229,,27600,-1,-201.68333333333334,153.93483379519907
230,,27720,-1,-123.725,60.56538649812008
231,,27840,-1,-184.55833333333334,125.45887744817246
232,,27960,-1,-156.475,71.71098968544966
233,,28080,-1,-140.84166666666667,67.06203543900395
234,,28200,-1,-163.6,90.78026584377614
235,,28320,-1,-158.83333333333334,73.53200361445045
236,,28440,-1,-129.325,50.605197773219565
237,,28560,-1,-123.05833333333334,54.53382678566477
238,,28680,-1,-146.53333333333333,66.0672552950569
239,,28800,-1,-145.05833333333334,66.44939124794313
240,,28920,-1,-166.475,77.57093125005011
241,,29040,-1,-125.975,56.535750120314724
242,,29160,-1,-204.05833333333334,178.1376478940435
243,,29280,-1,-134.21666666666667,62.06209032537944
244,,29400,-1,-123.625,48.82862249746556
245,,29520,-1,-183.45833333333334,97.50759763845184
246,,29640,-1,-149.00833333333333,73.03475152662297
247,,29760,-1,-142.48333333333332,63.88361596598058
248,,29880,-1,-143.375,71.15992112839923
249,,30000,-1,-137.98333333333332,65.21949904404016
250,,30120,-1,-111.38333333333334,44.203164165274664
251,,30240,-1,-140.1,66.51859389173325
252,,30360,-1,-116.90833333333333,47.589739060945575
253,,30480,-1,-142.15,66.3733945191897
254,,30600,-1,-137.525,64.48862464290376
255,,30720,-1,-153.50833333333333,70.39909987982013
256,,30840,-1,-135.975,58.76173109828085
257,,30960,-1,-151.39166666666668,91.97538582263313
258,,31080,-1,-170.83333333333334,126.34485435593417
259,,31200,-1,-149.00833333333333,74.91734287792707
260,,31320,-1,-149.19166666666666,70.01431946791709
261,,31440,-1,-117.6,59.62988624283409
262,,31560,-1,-120.3,53.1865584523007
263,,31680,-1,-126.26666666666667,60.54581369141516
264,,31800,-1,-187.99166666666667,94.27641060849857
265,,31920,-1,-140.01666666666668,102.11969964485577
266,,32040,-1,-227.51666666666668,104.48907305976492
267,,32160,-1,-161.28333333333333,75.70768161524666
268,,32280,-1,-124.55833333333334,63.49314868988272
269,,32400,-1,-110.575,42.19629969953922
270,,32520,-1,-149.81666666666666,73.25048160630452
271,,32640,-1,-117.675,59.61168264974017
272,,32760,-1,-141.04166666666666,67.26197487354122
273,,32880,-1,-169.225,99.59195604230962
274,,33000,-1,-173.175,114.36219236122867
275,,33120,-1,-159.35833333333332,102.79451961991403
276,,33240,-1,-144.275,67.01566514629248
277,,33360,-1,-159.14166666666668,70.44907094648036
278,,33480,-1,-144.03333333333333,63.53174184785289
279,,33600,-1,-134.94166666666666,63.54464255326504
280,,33720,-1,-138.26666666666668,109.33989309589717
281,,33840,-1,-129.675,49.659031152450005
282,,33960,-1,-128.81666666666666,61.070039481092714
283,,34080,-1,-122.48333333333333,58.923394241072785
284,,34200,-1,-130.48333333333332,67.88261723167591
285,,34320,-1,-141.21666666666667,64.22034767544906
286,,34440,-1,-183.175,111.04118323847239
287,,34560,-1,-149.63333333333333,67.65364406708301
288,,34680,-1,-117.31666666666666,52.088223770402806
289,,34800,-1,-134.21666666666667,62.48655633192009
290,,34920,-1,-148.66666666666666,66.60109275046136
291,,35040,-1,-142.125,66.86760083677795
292,,35160,-1,-156.45833333333334,79.35677831092244
293,,35280,-1,-144.15833333333333,64.24601100889888
294,,35400,-1,-137.81666666666666,65.7568733205046
295,,35520,-1,-149.84166666666667,69.11487970923642
296,,35640,-1,-117.8,56.94084649880084
297,,35760,-1,-146.99166666666667,68.6162633580569
298,,35880,-1,-117.39166666666667,51.65902564465919
299,,36000,-1,-114.84166666666667,48.353558268468944
300,,36120,-1,-117.68333333333334,48.05690781655525
301,,36240,-1,-143.825,67.32590666551275
302,,36360,-1,-150.475,70.20196608120507
303,,36480,-1,-173.20833333333334,110.03218436994797
304,,36600,-1,-152.675,87.1340119681555
305,,36720,-1,-147.05833333333334,64.63336288034394
306,,36840,-1,-146.26666666666668,66.72165232433089
307,,36960,-1,-164.38333333333333,93.28908326034485
308,,37080,-1,-207.70833333333334,126.62828777129101
309,,37200,-1,-179.91666666666666,89.54268845391876
310,,37320,-1,-215.34166666666667,219.18395986907635
311,,37440,-1,-156.99166666666667,91.10337496797555
312,,37560,-1,-156.48333333333332,74.79349162118913
313,,37680,-1,-116.99166666666666,48.05300820159152
314,,37800,-1,-141.03333333333333,66.29239943026819
315,,37920,-1,-139.45833333333334,64.04242029485006
316,,38040,-1,-125.5,53.24690914347361
317,,38160,-1,-189.375,196.67405618179535
318,,38280,-1,-139.44166666666666,63.98330457149653
319,,38400,-1,-157.81666666666666,83.03593432297181
320,,38520,-1,-159.65833333333333,122.79233796898279
321,,38640,-1,-147.325,66.97265144569585
322,,38760,-1,-148.975,68.35635333797926
323,,38880,-1,-174.25833333333333,81.00365175238844
324,,39000,-1,-167.075,76.11987941179798
325,,39120,-1,-149.625,72.70190993593863
326,,39240,-1,-135.06666666666666,59.107914491678315
327,,39360,-1,-190.56666666666666,202.56228397430974
328,,39480,-1,-142.54166666666666,86.72349699219673
329,,39600,-1,-139.85833333333332,67.2319735236806
330,,39720,-1,-147.4,69.21481055381139
331,,39840,-1,-124.86666666666666,52.830062990266775
332,,39960,-1,-194.06666666666666,178.35076550313866
333,,40080,-1,-145.44166666666666,66.09952040084876
334,,40200,-1,-145.75,68.4262681041913
335,,40320,-1,-126.64166666666667,49.25931313523927
336,,40440,-1,-164.98333333333332,83.29335541059416
337,,40560,-1,-113.63333333333334,47.88509394605196
338,,40680,-1,-190.775,108.61142224308945
339,,40800,-1,-187.96666666666667,102.47901682241536
340,,40920,-1,-173.05833333333334,107.86413489766755
341,,41040,-1,-122.64166666666667,68.4775870672701
342,,41160,-1,-206.66666666666666,127.70456356589438
343,,41280,-1,-146.89166666666668,69.34789059917797
344,,41400,-1,-134.18333333333334,67.09955083472782
345,,41520,-1,-148.225,68.08688842207432
346,,41640,-1,-126.66666666666667,52.918228323413175
347,,41760,-1,-142.16666666666666,63.95289064789975
348,,41880,-1,-146.0,66.66520831738246
349,,42000,-1,-179.58333333333334,100.94004683749435
350,,42120,-1,-131.525,51.67171413516942
351,,42240,-1,-131.025,51.5293544981887
352,,42360,-1,-166.06666666666666,81.66422445327913
353,,42480,-1,-113.625,47.3388604460789
354,,42600,-1,-189.48333333333332,200.27913784404896
355,,42720,-1,-170.44166666666666,116.18331749390224
356,,42840,-1,-144.55833333333334,65.87890353182539
357,,42960,-1,-140.61666666666667,64.2626360250565
358,,43080,-1,-146.45,66.58826848627317
359,,43200,-1,-163.8,85.56991293673262
360,,43320,-1,-126.575,50.70990411152441
361,,43440,-1,-152.03333333333333,70.3687825356923
362,,43560,-1,-195.125,104.32134349371337
363,,43680,-1,-136.0,61.492682491496495
364,,43800,-1,-173.25833333333333,131.63779192879562
365,,43920,-1,-147.90833333333333,65.57362221622012
366,,44040,-1,-159.65,70.85074099824222
367,,44160,-1,-149.6,67.44002273625556
368,,44280,-1,-119.31666666666666,54.53622394539452
369,,44400,-1,-154.39166666666668,70.98759232351024
370,,44520,-1,-137.14166666666668,57.30216631061071
371,,44640,-1,-143.2,64.85427253980008
372,,44760,-1,-133.98333333333332,56.95670626790922
373,,44880,-1,-122.59166666666667,48.64865462910791
374,,45000,-1,-113.725,44.98610202051296
375,,45120,-1,-165.1,86.92232164409783
376,,45240,-1,-120.73333333333333,48.28297376462592
377,,45360,-1,-151.04166666666666,102.62873183091675
378,,45480,-1,-253.75833333333333,156.56734418099097
379,,45600,-1,-169.775,78.292237003422
380,,45720,-1,-156.34166666666667,67.02816520355869
381,,45840,-1,-107.84166666666667,46.134043076187844
382,,45960,-1,-176.51666666666668,76.83325921905319
383,,46080,-1,-130.84166666666667,62.01357322303633
384,,46200,-1,-120.825,57.85306999920862
385,,46320,-1,-128.825,67.00120179270418
386,,46440,-1,-132.425,79.85107622944102
387,,46560,-1,-157.60833333333332,71.56434119416984
388,,46680,-1,-120.6,49.6503440740008
389,,46800,-1,-199.41666666666666,118.59458836257619
390,,46920,-1,-139.64166666666668,64.40895328980972
391,,47040,-1,-135.35,52.847997439196625
392,,47160,-1,-150.53333333333333,68.67834852088069
393,,47280,-1,-176.55833333333334,175.06564463239368
394,,47400,-1,-156.475,89.33242808931891
395,,47520,-1,-195.43333333333334,107.46307376127962
396,,47640,-1,-174.50833333333333,109.34928713632395
397,,47760,-1,-140.69166666666666,65.1034811963914
398,,47880,-1,-154.16666666666666,73.8042832240936
399,,48000,-1,-143.90833333333333,72.91730428292648
400,,48120,-1,-192.60833333333332,133.50076752796426
401,,48240,-1,-165.33333333333334,79.13767890342893
402,,48360,-1,-127.51666666666667,50.01799398438748
403,,48480,-1,-130.59166666666667,64.73979917502233
404,,48600,-1,-153.65,77.87250798580973
405,,48720,-1,-126.96666666666667,69.82942709838659
406,,48840,-1,-121.09166666666667,59.07720877988586
407,,48960,-1,-151.675,70.29392606524881
408,,49080,-1,-115.25,60.583172856275304
409,,49200,-1,-146.525,67.81420235958443
410,,49320,-1,-139.20833333333334,64.73096835278218
411,,49440,-1,-156.2,77.38750975878902
412,,49560,-1,-108.5,44.600822114993946
413,,49680,-1,-165.425,96.13026426850878
414,,49800,-1,-126.03333333333333,50.641046153842
415,,49920,-1,-183.75833333333333,116.04079712421068
416,,50040,-1,-151.89166666666668,72.91808141484677
417,,50160,-1,-152.475,71.09136873301381
418,,50280,-1,-122.81666666666666,60.22443902234006
419,,50400,-1,-175.0,89.53900453619826
420,,50520,-1,-155.84166666666667,129.8575498917521
421,,50640,-1,-137.34166666666667,63.64438909981687
422,,50760,-1,-192.61666666666667,89.00217069762337
423,,50880,-1,-206.66666666666666,119.44226871403421
424,,51000,-1,-163.325,142.9642241086909
425,,51120,-1,-146.375,63.834951567825804
426,,51240,-1,-143.775,66.07942979223313
427,,51360,-1,-141.83333333333334,86.81362540267256
428,,51480,-1,-115.10833333333333,45.8302658064394
429,,51600,-1,-131.05,63.3361205527041
430,,51720,-1,-126.55,65.68927487294506
431,,51840,-1,-150.38333333333333,65.39357554242024
432,,51960,-1,-147.06666666666666,68.74042155497416
433,,52080,-1,-148.05833333333334,70.68902505968582
434,,52200,-1,-139.29166666666666,67.19999948330026
435,,52320,-1,-114.54166666666667,45.63622388580759
436,,52440,-1,-110.05833333333334,45.028749304071155
437,,52560,-1,-116.75833333333334,47.97221345621744
438,,52680,-1,-144.89166666666668,71.7206148692426
439,,52800,-1,-172.06666666666666,85.02624431445989
440,,52920,-1,-130.31666666666666,50.88532586992923
441,,53040,-1,-142.44166666666666,65.86701195506662
442,,53160,-1,-117.36666666666666,51.59650074267526
443,,53280,-1,-167.24166666666667,89.5269974023975
444,,53400,-1,-144.31666666666666,69.83372911582354
445,,53520,-1,-144.14166666666668,63.44161303032017
446,,53640,-1,-164.4,115.79589802752082
447,,53760,-1,-144.175,62.9891078547183
448,,53880,-1,-114.1,50.79917978340464
449,,54000,-1,-141.21666666666667,97.79503935385588
450,,54120,-1,-129.925,64.49937499697187
451,,54240,-1,-180.7,82.0801031513322
452,,54360,-1,-150.43333333333334,69.10218681215683
453,,54480,-1,-140.89166666666668,73.59470042438896
454,,54600,-1,-266.625,187.01733709739318
455,,54720,-1,-152.30833333333334,80.09669113362646
456,,54840,-1,-135.79166666666666,68.55422377375608
457,,54960,-1,-154.43333333333334,72.00158948862787
458,,55080,-1,-168.925,87.61727022492008
459,,55200,-1,-136.86666666666667,62.57408054103197
460,,55320,-1,-115.00833333333334,45.66481063746521
461,,55440,-1,-118.18333333333334,46.85117987367613
462,,55560,-1,-136.31666666666666,61.42108532273117
463,,55680,-1,-184.60833333333332,93.68193492106978
464,,55800,-1,-176.025,86.4122351001292
465,,55920,-1,-125.29166666666667,56.400413094428856
466,,56040,-1,-185.61666666666667,96.69834394767173
467,,56160,-1,-143.88333333333333,62.88536969933644
468,,56280,-1,-143.95833333333334,64.71815765730322
469,,56400,-1,-179.09166666666667,76.14306663920374
470,,56520,-1,-144.90833333333333,64.81614971508944
471,,56640,-1,-145.25833333333333,67.7966931142089
472,,56760,-1,-123.6,60.87095640232157
473,,56880,-1,-171.58333333333334,109.29818413658826
474,,57000,-1,-160.475,118.26587014716742
475,,57120,-1,-119.06666666666666,51.52761934686635
476,,57240,-1,-170.775,89.92195342814419
477,,57360,-1,-154.93333333333334,68.45749695167717
478,,57480,-1,-122.825,52.27294751271127
479,,57600,-1,-135.75,68.43467079387952
480,,57720,-1,-139.425,64.51597508886204
481,,57840,-1,-175.78333333333333,101.62661916162627
482,,57960,-1,-162.98333333333332,76.18956439186552
483,,58080,-1,-159.95,104.08488923309986
484,,58200,-1,-147.36666666666667,69.15669807682325
485,,58320,-1,-228.55,106.97475169403292
486,,58440,-1,-120.875,50.47384842668528
487,,58560,-1,-152.16666666666666,69.16759035527807
488,,58680,-1,-113.26666666666667,50.246348678839894
489,,58800,-1,-143.79166666666666,69.72277196551752
490,,58920,-1,-196.5,100.85401991657712
491,,59040,-1,-114.31666666666666,46.54835896379401
492,,59160,-1,-165.15833333333333,83.356363067788
493,,59280,-1,-143.675,65.5976577960931
494,,59400,-1,-126.65833333333333,51.65470224373468
495,,59520,-1,-153.41666666666666,72.32203252736257
496,,59640,-1,-180.975,97.45986032721368
497,,59760,-1,-159.26666666666668,74.23046694061829
498,,59880,-1,-153.40833333333333,67.85886036882403
499,,60000,-1,-117.44166666666666,49.349906422291106
500,,60120,-1,-236.19166666666666,129.1286371435692
501,,60240,-1,-124.225,47.494993157173944
502,,60360,-1,-186.39166666666668,90.63307856712997
503,,60480,-1,-127.01666666666667,58.24187830838639
504,,60600,-1,-177.53333333333333,100.82492526927831
505,,60720,-1,-166.25833333333333,90.61065940176256
506,,60840,-1,-129.39166666666668,67.09524273167378
507,,60960,-1,-110.53333333333333,43.15262319823546
508,,61080,-1,-198.75833333333333,131.10644503820382
509,,61200,-1,-149.525,75.9467974418057
510,,61320,-1,-144.825,63.3787112654294
511,,61440,-1,-143.60833333333332,65.84531061932623
512,,61560,-1,-154.25833333333333,77.42916072485583
513,,61680,-1,-119.15,49.23542931670242
514,,61800,-1,-140.6,64.72691351619767
515,,61920,-1,-125.66666666666667,51.16368069463164
516,,62040,-1,-114.88333333333334,48.36909883616008
517,,62160,-1,-118.80833333333334,51.470103916955736
518,,62280,-1,-156.1,72.16490375059979
519,,62400,-1,-156.81666666666666,70.57560760552394
520,,62520,-1,-156.85,69.44310020921205
521,,62640,-1,-164.95833333333334,80.35124929886834
522,,62760,-1,-157.95,68.45300699506681
523,,62880,-1,-139.23333333333332,68.2553701590985
524,,63000,-1,-146.45,68.11397923089406
525,,63120,-1,-176.74166666666667,79.10114788814523
526,,63240,-1,-155.6,71.6775650628098
527,,63360,-1,-127.55,63.17658453361762
528,,63480,-1,-161.1,94.79182454199307
529,,63600,-1,-117.06666666666666,46.964833179258235
530,,63720,-1,-143.80833333333334,66.78850897089674
531,,63840,-1,-147.25833333333333,98.63717147821211
532,,63960,-1,-128.225,59.774780426196465
533,,64080,-1,-119.56666666666666,49.41098618278688
534,,64200,-1,-141.50833333333333,73.41832149099811
535,,64320,-1,-173.25833333333333,80.64081843100442
536,,64440,-1,-171.425,103.23950007143584
537,,64560,-1,-137.84166666666667,56.32554125103657
538,,64680,-1,-159.04166666666666,74.70446169555217
539,,64800,-1,-148.15,70.48730973255635
540,,64920,-1,-121.91666666666667,53.305969542715275
541,,65040,-1,-173.73333333333332,134.40025628282444
542,,65160,-1,-147.70833333333334,69.69736913176057
543,,65280,-1,-136.65,63.51097674155757
544,,65400,-1,-191.78333333333333,144.91124774227234
545,,65520,-1,-152.63333333333333,74.36777229119853
546,,65640,-1,-147.10833333333332,71.03658632861114
547,,65760,-1,-124.61666666666666,53.64671212872437
548,,65880,-1,-175.35833333333332,96.21268071598232
549,,66000,-1,-149.84166666666667,71.64833050315191
550,,66120,-1,-164.79166666666666,112.14632523577795
551,,66240,-1,-163.20833333333334,87.76663145650642
552,,66360,-1,-125.39166666666667,48.943895743550655
553,,66480,-1,-154.7,69.11181760982222
554,,66600,-1,-201.40833333333333,159.41003187970603
555,,66720,-1,-116.46666666666667,57.61509254430551
556,,66840,-1,-235.54166666666666,208.17552272995232
557,,66960,-1,-136.95833333333334,58.561989355060525
558,,67080,-1,-131.94166666666666,57.25939454699891
559,,67200,-1,-138.5,65.48574908583801
560,,67320,-1,-170.64166666666668,103.30963135427189
561,,67440,-1,-118.825,53.20975200405781
562,,67560,-1,-181.86666666666667,92.00814577464807
563,,67680,-1,-141.83333333333334,65.42862947942251
564,,67800,-1,-111.41666666666667,43.785382517710424
565,,67920,-1,-161.35833333333332,68.0531404900285
566,,68040,-1,-131.98333333333332,75.30880684812958
567,,68160,-1,-155.625,79.9274736349565
